GET /robots.txt HTTP/1.0
GET /index.php?article_id=14&clang= HTTP/1.0
GET /files/css/all.css HTTP/1.0
GET /index.php?article_id=26&clang=1 HTTP/1.1
/fotos.php?action=search&inalbumname=%22%2F%3E%3Cscript%3Ealert%281%29%3B%3C%2FScript%3E HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?article_id=24&clang=0 HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?article_id=&clang=0 HTTP/1.0
GET /files/css/all.css HTTP/1.0
GET /index.php?article_id=5&clang=1 HTTP/1.1
GET / HTTP/1.1
GET /swfobject.js HTTP/1.1
GET /js/thickbox.js HTTP/1.1
GET /files/css/all.css HTTP/1.1
GET /js/jquery.js HTTP/1.1
GET /files/layout/magma_badge.gif HTTP/1.1
GET /files/layout/content_bg.jpg HTTP/1.1
GET /files/layout/h2_bg.jpg HTTP/1.1
GET /files/layout/favicon.gif HTTP/1.1
GET /files/layout/loading.gif HTTP/1.1
GET /files/layout/favicon.gif HTTP/1.1
GET /files/layout/body_bg.jpg HTTP/1.1
GET /files/layout/header.jpg HTTP/1.1
GET /files/layout/favicon.gif HTTP/1.1
GET /files/foto_magma.swf HTTP/1.1
GET /robots.txt HTTP/1.1
GET / HTTP/1.1
GET /robots.txt HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?article_id=26&clang=0 HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?article_id=4&clang=1 HTTP/1.1
GET /index.php?article_id=6&clang=1 HTTP/1.1
GET /index.php?article_id=7&clang=1 HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?rex_resize=100a__wolflinger.jpg HTTP/1.1
GET /files/css/all.css HTTP/1.1
GET /index.php?rex_resize=100a__gpriddle.jpg HTTP/1.1
GET /index.php?rex_resize=100a__peter.jpg HTTP/1.1
GET /swfobject.js HTTP/1.1
GET /files/layout/video.gif HTTP/1.1
GET / HTTP/1.1
GET /swfobject.js HTTP/1.1
GET /js/jquery.js HTTP/1.1
GET /js/thickbox.js HTTP/1.1
GET /files/css/all.css HTTP/1.1
GET /files/layout/body_bg.jpg HTTP/1.1
GET /files/layout/magma_badge.gif HTTP/1.1
GET /files/layout/header.jpg HTTP/1.1
GET /files/layout/content_bg.jpg HTTP/1.1
GET /files/layout/h2_bg.jpg HTTP/1.1
GET /files/foto_magma.swf HTTP/1.1
GET /files/layout/favicon.gif HTTP/1.1
GET /files/layout/loading.gif HTTP/1.1
GET /index.php?rex_resize=100a__martel0.jpg HTTP/1.1
GET /index.php?article_id=4&clang=0 HTTP/1.0
GET /files/css/all.css HTTP/1.0
GET /robots.txt HTTP/1.1
GET /robots.txt HTTP/1.1
GET / HTTP/1.1
GET / HTTP/1.1
GET / HTTP/1.1
GET / HTTP/1.1
GET / HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?article_id=23&clang=0 HTTP/1.1
GET /index.php?article_id=2&clang=1 HTTP/1.1
GET /index.php?article_id=20&clang=1 HTTP/1.1
GET /index.php?article_id=21&clang=1 HTTP/1.1
GET /index.php?article_id=22&clang=1 HTTP/1.1
GET /index.php?article_id=23&clang=1 HTTP/1.1
GET /index.php?article_id=3&clang=1 HTTP/1.1
GET /index.php?clang=1 HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?article_id=6&clang=1 HTTP/1.0
GET /files/css/all.css HTTP/1.0
GET /robots.txt HTTP/1.1
GET / HTTP/1.1
GET / HTTP/1.1
GET /swfobject.js HTTP/1.1
GET /js/thickbox.js HTTP/1.1
GET /files/css/all.css HTTP/1.1
GET /js/jquery.js HTTP/1.1
GET /files/layout/content_bg.jpg HTTP/1.1
GET /files/layout/magma_badge.gif HTTP/1.1
GET /files/layout/body_bg.jpg HTTP/1.1
GET /files/layout/loading.gif HTTP/1.1
GET /files/layout/h2_bg.jpg HTTP/1.1
GET /files/layout/header.jpg HTTP/1.1
GET /files/foto_magma.swf HTTP/1.1
GET /files/layout/favicon.gif HTTP/1.1
GET /index.php?article_id=26&clang=0 HTTP/1.1
GET /index.php?rex_resize=100a__12ten.tenvorf_hr-logo.jpg HTTP/1.1
GET /index.php?rex_resize=100a__foto2009__.jpg HTTP/1.1
GET /files/layout/favicon.gif HTTP/1.1
GET /robots.txt HTTP/1.1
GET /files/foto2009__.jpg HTTP/1.1
GET /index.php?article_id=26&clang=0 HTTP/1.1
GET /index.php?rex_resize=100a__12ten.tenvorf_hr-logo.jpg HTTP/1.1
GET /index.php?rex_resize=100a__foto2009__.jpg HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?article_id=26&clang=1 HTTP/1.1
GET /robots.txt HTTP/1.1
GET /index.php?article_id=7&clang=0 HTTP/1.1
